SEASON_ID,TEAM_ID,PLAYER_AGE,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,position
2000-01,1610612755,25.0,596.0,109,185,0.589,0,0,0.0,42,66,0.636,69,99,168,10,7,19,27,96,260,Center
2000-01,1610612739,25.0,2848.0,452,999,0.452,17,64,0.266,375,450,0.833,94,266,360,657,119,28,265,229,1296,Guard
1977-78,1610612758,25.0,2961.0,607,1192,0.509,,,,221,254,0.87,144,319,463,201,99,22,158.0,242,1435,Forward
2014-15,1610612763,26.0,1348.0,182,358,0.508,0,0,0.0,55,85,0.647,121,305,426,37,29,63,69,148,419,Center
2003-04,1610612748,26.0,505.0,44,96,0.458,0,0,0.0,33,55,0.6,65,69,134,10,11,19,26,52,121,Center
1994-95,1610612739,25.0,2500.0,338,816,0.414,19,55,0.345,183,235,0.779,90,175,265,180,115,25,113,206,878,Guard
1993-94,1610612737,28.0,1608.0,215,458,0.469,1,4,0.25,73,106,0.689,126,187,313,51,38,87,81,192,504,Center
2016-17,1610612759,34.0,122.0,10,16,0.625,0,0,0.0,5,8,0.625,8,23,31.0,3,2,6,4,11,25,Center
2010-11,1610612743,33.0,1233.0,185,362,0.511,2,9,0.222,42,72,0.583,67,230,297,109,43,35,59,136,414,Forward
2001-02,1610612744,27.0,69.0,15,31,0.484,2,4,0.5,4,7,0.571,1,2,3,4,6,2,8,4,36,Forward
2021-22,1610612742,25.0,2524.0,506,1008,0.502,94,252,0.373,179,213,0.84,43,266,309,377,66,3,124,151,1285,Guard
2007-08,0,24.0,530.0,60,140,0.429,18,53,0.34,40,51,0.784,29,63,92,28,15,3,28,85,178,Forward
1999-00,1610612742,25.0,301.0,70,142,0.493,0,2,0.0,11,21,0.524,20,32,52,22,8,3,25,28,151,Forward
2007-08,1610612742,24.0,77.0,5,27,0.185,0,8,0.0,5,6,0.833,1,3,4.0,4,0,1,3,11,15,Forward-Guard
1948-49,1610610024,24.0,,224,644,0.348,,,,244,309,0.79,,,,99,,,,201,692,Forward
2022-23,1610612741,25.0,56.0,6,15,0.4,3,6,0.5,5,8,0.625,1,4,5,6,2,0,2,2,20,Guard
2000-01,1610612760,25.0,2061.0,370,749,0.494,2,36,0.056,246,361,0.681,183,199,382,161,103,45,155,176,988,Forward
2014-15,1610612748,29.0,924.0,102,240,0.425,60,152,0.395,28,33,0.848,27,112,139,36,21,17,23,116,292,Forward
2006-07,1610612742,29.0,2846.0,514,1063,0.484,162,370,0.438,160,199,0.804,41,190,231,422,81,17,152,170,1350,Guard
1987-88,0,31.0,1437.0,156,365,0.427,37,102,0.363,74,97,0.763,25,102,127,151,114,43,88,172,423,Guard
1969-70,1610612737,33.0,11.0,2,4,0.5,,,,0,0,,,,4,1,,,,3,4,Center
1997-98,0,22.0,292.0,49,125,0.392,15,47,0.319,6,11,0.545,13,14,27,21,12,6,27,24,119,Guard
1986-87,1610612759,27.0,83.0,10,30,0.333,0,4,0.0,10,11,0.909,8,11,19,5,6,2,7,13,30,Forward
2009-10,1610612740,32.0,17.0,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,5,1,1,3,4,2,Guard
2018-19,1610612765,23.0,195.0,22,69,0.319,10,35,0.286,7,11,0.636,4,16,20,8,7,5,4,22,61,Guard
1992-93,1610612759,23.0,267.0,47,118,0.398,3,22,0.136,45,58,0.776,18,30,48,15,14,5,22,44,142,Guard
2022-23,1610612760,22.0,1183.0,197,501,0.393,81,257,0.315,42,55,0.764,27,128,155,120,40,11,62,99,517,Guard
2000-01,1610612741,24.0,879.0,40,90,0.444,0,0,0.0,39,77,0.506,101,161,262,39,30,38,46,131,119,Forward-Center
1995-96,1610612739,34.0,2631.0,220,396,0.556,0,1,0.0,50,92,0.543,288,441,729,53,87,79,54,215,490,Center
1960-61,1610612744,25.0,610.0,97,304,0.319,,,,46,56,0.821,,,92,59,,,,59,240,Guard
1994-95,1610612757,32.0,908.0,179,315,0.568,0,4,0.0,100,154,0.649,89,147,236,54,19,15,56,122,458,Center-Forward
1988-89,1610612755,27.0,695.0,105,220,0.477,4,16,0.25,65,93,0.699,31,55,86,68,24,15,44,100,279,Guard
2023-24,1610612748,32.0,286.0,26,66,0.394,11,30,0.367,13,16,0.813,6,21,27,37,19,3,3,10,76,Guard
1994-95,1610612747,27.0,1024.0,132,309,0.427,32,91,0.352,44,63,0.698,43,64,107,102,46,7,50,111,340,Guard
2001-02,1610612751,31.0,10.0,2,2,1.0,0,0,0.0,1,1,1.0,0,2,2,0,0,0,1,1,5,Forward
1974-75,1610612765,25.0,2787.0,422,874,0.483,,,,171,227,0.753,174.0,411.0,585,121,50.0,44.0,,190,1015,Forward
1994-95,1610612750,28.0,852.0,117,237,0.494,5,26,0.192,63,96,0.656,37,57,94,53,36,32,45,114,302,Forward
1987-88,1610612743,23.0,136.0,23,61,0.377,1,4,0.25,10,21,0.476,13,11,24,14,6,3,10,21,57,Guard
2018-19,1610612752,30.0,493.0,78,123,0.634,0,0,0.0,51,66,0.773,64,152,216,57,9,20,42,42,207,Center
1996-97,1610612746,24.0,1296.0,181,435,0.416,31,91,0.341,156,211,0.739,85,148,233,57,53,29,86,113,549,Forward
2008-09,1610612740,30.0,869.0,111,313,0.355,28,97,0.289,78,100,0.78,31,88,119,54,32,5,54,81,328,Guard
1992-93,1610612757,29.0,1757.0,240,524,0.458,45,129,0.349,183,214,0.855,59,157,216,177,74,20,89,145,708,Guard-Forward
2011-12,1610612766,32.0,123.0,7,24,0.292,2,10,0.2,2,2,1.0,2,20,22,5,1,5,8,5,18,Forward
1982-83,1610612759,27.0,2803.0,686,1342,0.511,0.0,3.0,0.0,219,289,0.758,188,349,537,98,57,52,126,248,1591,Forward
1991-92,1610612755,28.0,2815.0,394,902,0.437,36,101,0.356,164,186,0.882,42,185,227,567,89,5,183,158,988,Guard
2012-13,1610612745,24.0,12.0,1,3,0.333,0,0,0.0,1,1,1.0,0,1,1,1,1,0,4,1,3,Center-Forward
1995-96,1610612738,26.0,92.0,14,39,0.359,0,0,0.0,5,8,0.625,12,10,22,4,3,0,11,21,33,Forward
1983-84,1610612754,26.0,2279.0,411,860,0.478,0,4,0.0,207,295,0.702,154,400,554,215,60,108,207,193,1029,Center
1987-88,1610612739,24.0,20.0,2,5,0.4,0,0,0.0,5,12,0.417,3,1,4,2,0,0,2,2,9,Guard
1967-68,1610612752,31.0,2488.0,559,1159,0.482,,,,343,440,0.78,,,238,242,,,,222,1461,Guard
1998-99,1610612738,28.0,494.0,26,93,0.28,7,26,0.269,11,24,0.458,15,37,52,28,21,9,13,51,70,Forward
1972-73,1610612739,23.0,1399.0,192,421,0.456,,,,71,95,0.747,,,173,206,,,,111,455,Guard
1998-99,1610612754,30.0,1271.0,164,348,0.471,0,0,0.0,135,192,0.703,116,228,344,33,22,42,50,136,463,Forward-Center
2008-09,0,23.0,477.0,78,165,0.473,14,37,0.378,32,39,0.821,11,33,44,38,22,7,38,42,202,Guard
1974-75,1610612749,32.0,1853.0,323,651,0.496,,,,63,72,0.875,25.0,94.0,119,255,51.0,6.0,,142,709,Guard
1999-00,1610612756,27.0,22.0,2,6,0.333,0,0,0.0,0,0,0.0,3,6,9,2,1,1,3,2,4,Forward
1964-65,1610612758,24.0,1372.0,224,512,0.438,,,,144,195,0.738,,,333,84,,,,203,592,Forward
2013-14,1610612766,24.0,3.0,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Forward
1981-82,1610612747,27.0,608.0,89,208,0.428,1.0,9.0,0.111,43,54,0.796,4,39,43,131,62,1,66,98,222,Guard
2003-04,1610612749,24.0,3021.0,633,1439,0.44,127,363,0.35,383,441,0.868,118,289,407,185,81,6,116,152,1776,Guard
1946-47,1610610035,24.0,0.0,95,327,0.291,,,,64,97,0.66,,,0.0,15,,,,54,254,Center
1992-93,1610612756,27.0,1643.0,282,565,0.499,1,8,0.125,226,276,0.819,30,74,104,384,85,19,151,100,791,Guard
1996-97,1610612738,30.0,874.0,149,339,0.44,0,1,0.0,51,71,0.718,44,167,211,48,23,48,70,76,349,Center
1992-93,1610612765,28.0,1299.0,210,429,0.49,0,1,0.0,66,142,0.465,181,237,418,29,31,21,54,126,486,Center-Forward
1969-70,1610612758,41.0,34.0,1,3,0.333,,,,3,3,1.0,,,5,10,,,,11,5,Guard
2016-17,1610612743,20.0,1765.0,295,730,0.404,115,344,0.334,106,120,0.883,41,173,214,170,51,24,113,124,811,Guard
1977-78,0,29.0,2473.0,435,994,0.438,,,,194,260,0.746,62.0,187.0,249,378,110.0,17.0,238.0,252,1064,Guard
1975-76,1610612765,22.0,136.0,28,65,0.431,,,,21,29,0.724,15,21,36,3,4,2,,21,77,Forward
1972-73,1610612764,27.0,3466.0,652,1278,0.51,,,,179,218,0.821,,,404,426,,,,216,1483,Forward
2012-13,1610612741,28.0,2903.0,466,1093,0.426,75,233,0.322,230,282,0.816,162,314,476,222,81,32,144,105,1237,Forward
2003-04,1610612738,23.0,405.0,53,116,0.457,0,3,0.0,19,43,0.442,50,68,118,19,13,1,22,40,125,Forward
1985-86,1610612759,23.0,2878.0,562,1093,0.514,8,29,0.276,260,327,0.795,184,332,516,448,301,40,256,296,1392,Guard
2016-17,1610612742,25.0,1333.0,194,377,0.515,21,74,0.284,107,141,0.759,93,213,306,49,61,39,34,135,516,Forward-Center
1956-57,1610612765,29.0,1533.0,243,617,0.394,,,,273,380,0.718,,,555,71,,,,221,759,Center
1977-78,1610612746,26.0,2155.0,457,926,0.494,,,,301,372,0.809,126,257,383,161,82,13,167.0,137,1215,Forward
2008-09,1610612766,24.0,266.0,28,77,0.364,10,33,0.303,20,25,0.8,7,26,33,13,8,4,9,33,86,Forward
1970-71,1610612746,25.0,2666.0,629,1336,0.471,,,,277,350,0.791,,,567,150,,,,219,1535,Forward
1946-47,1610610034,23.0,0.0,1,13,0.077,,,,2,5,0.4,,,0.0,0,,,,8,4,Center
1987-88,0,28.0,1003.0,223,530,0.421,53,160,0.331,76,102,0.745,55,73,128,71,52,6,65,81,575,Forward
2011-12,1610612742,32.0,1027.0,123,349,0.352,28,111,0.252,58,98,0.592,36,172,208,83,20,18,52,97,332,Forward
2012-13,1610612749,29.0,804.0,120,298,0.403,48,151,0.318,56,61,0.918,8,44,52,76,9,4,33,47,344,Guard
2008-09,1610612759,25.0,19.0,2,6,0.333,2,4,0.5,2,2,1.0,0,1,1.0,2,1,0,1,3,8,Guard
2011-12,1610612746,31.0,121.0,11,49,0.224,5,27,0.185,4,4,1.0,4,19,23,2,2,4,4,26,31,Center-Forward
2023-24,1610612762,26.0,1901.0,397,746,0.532,86,232,0.371,147,185,0.795,157,418,575,77,40,61,98,191,1027,Forward-Center
2003-04,1610612750,28.0,503.0,80,207,0.386,31,77,0.403,27,33,0.818,4,31,35,70,7,0,34,32,218,Guard
1999-00,0,31.0,1784.0,297,728,0.408,44,168,0.262,192,265,0.725,75,198,273,265,77,28,146,112,830,Forward
1992-93,1610612744,24.0,1201.0,247,493,0.501,1,11,0.091,117,183,0.639,108,156,264,144,35,28,106,105,612,Forward-Guard
1974-75,1610612747,32.0,1026.0,139,324,0.429,,,,68,99,0.687,54.0,144.0,198,120,51.0,23.0,,116,346,Forward
2014-15,1610612757,29.0,2512.0,659,1415,0.466,37,105,0.352,306,362,0.845,177,549,726.0,124,48,68,122,125,1661,Center-Forward
1960-61,1610612752,25.0,1404.0,199,549,0.362,,,,120,173,0.694,,,394,82,,,,164,518,Center
2000-01,1610612753,24.0,1579.0,223,576,0.387,97,224,0.433,85,98,0.867,51,159,210,51,40,15,68,241,628,Forward
1989-90,1610612743,23.0,1326.0,250,514,0.486,0,14,0.0,130,174,0.747,49,102,151,116,55,13,95,145,630,Guard
2022-23,1610612738,28.0,2319.0,350,758,0.462,149,391,0.381,168,192,0.875,52,241,293,321,54,76,95,177,1017,Guard
1973-74,1610612746,25.0,51.0,11,27,0.407,,,,8,13,0.615,4.0,7.0,11,0,1.0,1.0,,10,30,Center
1951-52,1610612752,25.0,1931.0,233,527,0.442,,,,275,341,0.806,,,661.0,115,,,,223,741,Forward
2007-08,0,29.0,1721.0,262,545,0.481,81,209,0.388,59,83,0.711,92,126,218,81,46,10,40,142,664,Guard-Forward
2004-05,1610612743,32.0,27.0,2,6,0.333,0,0,0.0,0,0,0.0,5,3,8,1,1,2,1,5,4,Center-Forward
2009-10,1610612752,24.0,1087.0,179,391,0.458,68,175,0.389,55,68,0.809,40,68,108,112,42,3,55,116,481,Guard
2010-11,0,24.0,524.0,63,133,0.474,0,0,0.0,37,52,0.712,46,75,121,15,15,25,35,84,163,Center
1948-49,1610612747,29.0,,214,572,0.374,,,,174,213,0.817,,,,185,,,,121,602,Guard
1999-00,1610612761,24.0,477.0,49,107,0.458,0,1,0.0,16,41,0.39,37,38,75,9,12,14,14,106,114,Center
2001-02,1610612742,27.0,24.0,0,2,0.0,0,0,0.0,0,1,0.0,2.0,4.0,6.0,2,2.0,1.0,3.0,5,0,Forward-Guard
1995-96,1610612744,28.0,862.0,171,308,0.555,0,1,0.0,84,132,0.636,78,164,242,26,19,29,60,135,426,Forward
2020-21,1610612748,35.0,1337.0,240,555,0.432,91,244,0.373,101,122,0.828,25,144,169,219,33,8,118,113,672,Guard
1948-49,1610610024,32.0,0.0,45,178,0.253,,,,43,56,0.768,,,0.0,32,,,,77,133,Forward
1977-78,1610612738,28.0,2413.0,433,927,0.467,,,,217,329,0.66,223.0,450.0,673,171,67.0,46.0,226.0,318,1083,Forward
2000-01,1610612738,23.0,1141.0,126,267,0.472,12,36,0.333,78,92,0.848,25,77,102,151,48,0,80,83,342,Guard
2021-22,1610612740,21.0,341.0,59,146,0.404,13,58,0.224,10,12,0.833,9,30,39,49,11,1,26,17,141,Guard
2007-08,0,26.0,569.0,86,191,0.45,40,102,0.392,27,35,0.771,4,41,45,61,14,13,37,65,239,Guard
1988-89,1610612748,29.0,1206.0,143,328,0.436,9,28,0.321,91,107,0.85,72,159,231,59,32,42,68,203,386,Forward
1992-93,1610612737,25.0,787.0,129,309,0.417,29,84,0.345,54,82,0.659,20,33,53,72,21,3,51,59,341,Guard
2002-03,1610612740,26.0,1360.0,193,505,0.382,19,57,0.333,118,146,0.808,39,79,118.0,79,31,6,68,125,523,Guard
2005-06,1610612744,23.0,118.0,6,18,0.333,0,0,0.0,4,4,1.0,0,14,14,24,4,1,11,13,16,Guard
2010-11,1610612745,25.0,2563.0,345,809,0.426,129,343,0.376,192,251,0.765,89,220,309,500,102,23,158,207,1011,Guard
2008-09,1610612741,25.0,735.0,79,182,0.434,15,50,0.3,21,25,0.84,26,97,123,65,35,19,37,50,194,Forward-Guard
2024-25,1610612753,27.0,11.0,1,4,0.25,1,2,0.5,0,2,0.0,2,1,3,0,1,2,0,1,3,Forward
2001-02,1610612741,26.0,1391.0,208,452,0.46,2,4,0.5,190,253,0.751,176,225,401,101,52,29,74,156,608,Center-Forward
2020-21,1610612744,31.0,1334.0,176,392,0.449,75,184,0.408,54,78,0.692,26,203,229,108,69,33,82,158,481,Guard-Forward
2017-18,1610612739,32.0,2244.0,240,595,0.403,143,381,0.375,39,56,0.696,29,206,235,141,68,11,81,161,662,Guard
1951-52,1610612738,26.0,1389.0,244,628,0.389,,,,183,213,0.859,,,221,151,,,,181,671,Guard
2020-21,1610612756,22.0,2115.0,430,687,0.626,4,20,0.2,133,173,0.769,228,499,727,99,41,81,103,196,997,Center
2009-10,1610612746,30.0,499.0,62,143,0.434,16,42,0.381,18,31,0.581,10,47,57,39,11,3,29,39,158,Guard
1955-56,1610612755,23.0,2114.0,377,935,0.403,,,,207,316,0.655,,,607,84,,,,168,961,Center
2015-16,1610612752,24.0,2033.0,231,588,0.393,77,224,0.344,86,114,0.754,43,245,288,207,77,22,61,177,625,Guard
2011-12,1610612752,25.0,108.0,17,33,0.515,0,0,0.0,8,10,0.8,14,13,27,4,1,6,2,15,42,Center
1954-55,1610610024,26.0,98.0,9,32,0.281,,,,5,7,0.714,,,9,8,,,,15,23,Guard
2010-11,1610612742,27.0,1669.0,285,649,0.439,66,189,0.349,133,157,0.847,29,130,159,317,30,1,136,136,769,Guard
2001-02,1610612765,28.0,1707.0,411,806,0.51,1,5,0.2,240,298,0.805,117,202,319,94,49,26,137,226,1063,Forward
1982-83,1610612746,23.0,2022.0,318,704,0.452,20,90,0.222,94,130,0.723,53,69,122,275,82,4,161,192,750,Guard
1983-84,0,34.0,340.0,35,96,0.365,0.0,0.0,0.0,22,26,0.846,15,43,58,20,3,2,12.0,36,92,Center
1980-81,1610612738,24.0,100.0,11,47,0.234,1,4,0.25,7,10,0.7,2,10,12,9,2,1,10,20,30,Guard
2012-13,1610612739,26.0,1364.0,255,614,0.415,126,328,0.384,93,107,0.869,24,150,174,63,49,17,69,138,729,Guard
2018-19,1610612762,25.0,84.0,6,20,0.3,2,11,0.182,2,2,1.0,1,5,6,15,1,1,8,10,16,Guard
1983-84,1610612741,24.0,2123.0,399,890,0.448,7,29,0.241,213,287,0.742,138,190,328,187,106,11,139,278,1018,Guard
2013-14,1610612745,25.0,1751.0,199,481,0.414,92,255,0.361,83,102,0.814,72,124,196,151,77,23,66,174,573,Guard
2005-06,1610612745,24.0,38.0,6,16,0.375,1,5,0.2,4,4,1.0,1,6,7,3,2,0,5,5,17,Guard-Forward
1990-91,1610612762,34.0,26.0,4,6,0.667,0,0,0.0,7,10,0.7,3,2,5,0,0,0,2,8,15,Center
1965-66,1610612747,24.0,2198.0,458,1003,0.457,,,,182,257,0.708,,,219,393,,,,224,1098,Guard
1980-81,1610612754,23.0,34.0,2,6,0.333,0,1,0.0,0,0,0.0,1,3,4,4,3,0,4,2,4,Forward
2013-14,1610612741,25.0,56.0,13,29,0.448,4,11,0.364,2,2,1.0,1,6,7,3,0,0,4,7,32,Guard
2015-16,1610612766,30.0,343.0,32,71,0.451,2,3,0.667,38,65,0.585,40,49,89,8,12,7,12,55,104,
1973-74,1610612749,24.0,1012.0,169,335,0.504,,,,93,112,0.83,78.0,146.0,224,87,27.0,5.0,,94,431,Forward
2012-13,1610612754,27.0,1366.0,176,407,0.432,0,3,0.0,216,300,0.72,161,212,373,36,29,18,78,152,568,
1980-81,1610612745,33.0,2014.0,528,1074,0.492,4.0,17.0,0.235,206,215,0.958,33.0,54.0,87,222,111.0,6.0,129.0,209,1266,Guard
1948-49,1610610024,33.0,0.0,160,365,0.438,,,,153,192,0.797,,,0.0,99,,,,162,473,Center
2012-13,1610612739,21.0,1756.0,336,815,0.412,63,203,0.31,159,213,0.746,22,127,149,183,59,16,121,113,894,Guard
1995-96,1610612744,23.0,203.0,24,50,0.48,0,1,0.0,11,19,0.579,18,21,39,9,7,5,4,30,59,Center
2001-02,1610612741,21.0,635.0,72,178,0.404,0,1,0.0,41,70,0.586,55,107,162,23,17,24,46,108,185,Center
2012-13,1610612761,23.0,3013.0,548,1231,0.445,34,120,0.283,355,427,0.831,48,272,320,204,76,24,151,173,1485,Guard-Forward
1949-50,1610612744,24.0,0.0,7,28,0.25,,,,3,3,1.0,,,0.0,10,,,,27,17,Forward
1982-83,1610612760,23.0,439.0,84,172,0.488,4,18,0.222,30,73,0.411,12,35,47,104,34,4,74,78,202,Guard
2003-04,0,34.0,1039.0,99,245,0.404,3,23,0.13,23,31,0.742,16,70,86,138,26,2,58,89,224,Guard
2021-22,1610612761,28.0,2462.0,442,1097,0.403,242,642,0.377,194,222,0.874,44,245,289,434,111,35,170,162,1320,Guard
1982-83,1610612739,27.0,1058.0,104,217,0.479,0,1,0.0,29,51,0.569,102,134,236,36,17,41,49,215,237,Center
2021-22,0,30.0,936.0,133,347,0.383,55,170,0.324,89,106,0.84,26,128,154,81,31,22,37,59,410,Guard-Forward
1983-84,1610612765,27.0,2514.0,545,1155,0.472,1.0,5.0,0.2,243,275,0.884,139,150,289,205,93,18,143,199,1334,Guard
2003-04,1610612765,35.0,892.0,138,314,0.439,0,0,0.0,85,124,0.685,52,157,209,45,21,50,63,137,361,Center-Forward
1962-63,1610612765,26.0,2971.0,637,1235,0.516,,,,519,650,0.798,,,910,232,,,,300,1793,Forward
1994-95,1610612755,27.0,63.0,9,27,0.333,3,14,0.214,2,2,1.0,2,5,7,4,2,0,8,8,23,Guard
1968-69,1610612752,26.0,607.0,82,226,0.363,,,,29,61,0.475,,,220,53,,,,142,193,Center
1968-69,1610612749,26.0,1591.0,316,760,0.416,,,,211,252,0.837,,,473,83,,,,193,843,Forward
1974-75,1610612746,24.0,712.0,103,234,0.44,,,,35,45,0.778,6,39,45,151,19,0,,62,241,Guard
2023-24,0,33.0,600.0,56,156,0.359,28,96,0.292,17,25,0.68,39,86,125,36,9,13,22,52,157,Forward-Center
2017-18,1610612766,26.0,835.0,76,229,0.332,14,59,0.237,73,89,0.82,37,101,138,116,44,23,52,99,239,Guard
1981-82,1610612741,25.0,2914.0,480,1014,0.473,0,3,0.0,240,291,0.825,192,594,786,262,70,93,180,292,1200,Forward
1985-86,1610612741,30.0,1709.0,255,519,0.491,3.0,12.0,0.25,127,171,0.743,132,301,433,150,28,53,104,133,640,Center
1999-00,1610612747,25.0,1803.0,167,483,0.346,52,166,0.313,105,145,0.724,22,121,143,216,80,3,75,150,491,Guard
1990-91,1610612751,27.0,18.0,4,4,1.0,0,0,0.0,0,0,0.0,4,2,6.0,1,2,0,1,4,8,Center-Forward
2012-13,1610612752,40.0,392.0,45,83,0.542,1,1,1.0,6,13,0.462,24,65,89,21,10,16,8,52,97,Forward
1973-74,1610612746,27.0,1304.0,171,366,0.467,,,,107,150,0.713,97.0,229.0,326,142,37.0,18.0,,155,449,Forward
2002-03,0,23.0,63.0,11,31,0.355,0,5,0.0,5,8,0.625,0,4,4,5,4,0,8,0,27,Guard
2001-02,1610612742,30.0,757.0,78,163,0.479,0,1,0.0,59,64,0.922,53,123,176,20,28,64,25,128,215,Center
1985-86,1610612752,28.0,2237.0,330,741,0.445,0,4,0.0,218,278,0.784,123,189,312,179,61,26,118,177,878,Forward
1984-85,1610612745,31.0,1158.0,206,446,0.462,21.0,66.0,0.318,103,129,0.798,21,64,85,318,62,2,102.0,78,536,Guard
2017-18,1610612761,22.0,1524.0,253,384,0.659,1,2,0.5,60,101,0.594,165,228,393,57,39,100,85,212,567,Center
2002-03,0,21.0,1876.0,355,777,0.457,14,48,0.292,151,212,0.712,163,292,455,83,53,35,150,172,875,Forward
1999-00,1610612755,27.0,1795.0,247,491,0.503,0,0,0.0,182,236,0.771,140,295,435,36,32,171,108,185,676,Center
1986-87,1610612760,24.0,3031.0,806,1583,0.509,3,14,0.214,275,395,0.696,338,367,705,207,115,52,234,300,1890,Forward
2018-19,1610612764,28.0,1104.0,245,552,0.444,51,169,0.302,122,175,0.697,15,101,116,279,49,29,121,71,663,Guard
2010-11,1610612762,21.0,1218.0,142,293,0.485,35,74,0.473,69,97,0.711,41,98,139,81,30,19,70,106,388,Forward
1979-80,1610612743,29.0,1424.0,268,584,0.459,1.0,7.0,0.143,166,307,0.541,134,328,462,221,69,17,188.0,187,703,Forward
1966-67,1610612758,28.0,3468.0,838,1699,0.493,,,,736,843,0.873,,,486,845,,,,226,2412,Guard
1948-49,1610612765,27.0,0.0,136,514,0.265,,,,79,119,0.664,,,0.0,82,,,,143,351,Center
1955-56,1610612755,27.0,2343.0,284,763,0.372,,,,176,275,0.64,,,250,410,,,,150,744,Guard
1994-95,1610612758,31.0,2458.0,302,689,0.438,48,145,0.331,226,242,0.934,29,145,174,468,75,8,185,148,878,Guard
2022-23,1610612739,31.0,505.0,57,110,0.518,12,42,0.286,31,34,0.912,10,36,46,79,17,4,24,49,157,Guard
2015-16,1610612756,23.0,68.0,10,24,0.417,0,0,0.0,9,14,0.643,14,24,38,5,4,5,6,15,29,Forward-Center
2016-17,1610612748,28.0,1065.0,113,281,0.402,87,210,0.414,11,15,0.733,12,129,141,36,20,11,25,118,324,Forward
1982-83,1610612762,24.0,210.0,38,73,0.521,0,2,0.0,9,14,0.643,6,16,22,28,5,0,22,36,85,Guard
1946-47,1610610025,26.0,,2,11,0.182,,,,0,2,0.0,,,,1,,,,8,4,Guard
2006-07,1610612766,22.0,2326.0,355,944,0.376,87,258,0.337,120,169,0.71,54,176,230,163,28,6,130,179,917,Forward
1988-89,1610612764,22.0,2413.0,438,940,0.466,19,71,0.268,225,290,0.776,158,415,573,356,142,70,157,213,1120,Forward
2017-18,1610612752,28.0,2.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Forward
2007-08,0,33.0,698.0,76,174,0.437,16,49,0.327,20,26,0.769,47,78,125,18,28,8,34,69,188,Guard-Forward
1949-50,1610612747,21.0,,288,722,0.399,,,,215,286,0.752,,,,123,,,,222,791,Forward
1997-98,1610612753,34.0,34.0,5,12,0.417,0,1,0.0,2,2,1.0,2,1,3,5,1,0,7,6,12,Guard
2008-09,1610612750,36.0,850.0,61,150,0.407,0,1,0.0,80,96,0.833,13,62,75,117,19,4,34,79,202,Guard
2018-19,0,29.0,93.0,16,30,0.533,0,1,0.0,14,18,0.778,11,13,24,4,1,3,4,20,46,Forward-Center
2013-14,1610612745,25.0,2054.0,295,662,0.446,82,229,0.358,218,265,0.823,34,153,187,294,68,27,176,166,890,Guard
1978-79,1610612762,22.0,1456.0,196,426,0.46,,,,61,88,0.693,121,189,310,65,52,61,93,133,453,Forward
2024-25,1610612758,32.0,8.0,2,4,0.5,2,3,0.667,0,0,0.0,0,0,0,0,0,0,0,2,6,Forward
2023-24,1610612740,24.0,1690.0,275,621,0.443,169,445,0.38,123,151,0.815,42,238,280,124,51,28,34,70,842,Forward
1982-83,1610612754,25.0,2513.0,580,1163,0.499,0,7,0.0,155,220,0.705,151,432,583,262,54,171,229,230,1315,Center
2021-22,1610612756,26.0,1730.0,279,607,0.46,166,391,0.425,98,114,0.86,42,231,273,99,57,16,47,113,822,Forward
2018-19,1610612754,29.0,371.0,69,136,0.507,1,12,0.083,17,21,0.81,29,90,119,56,9,25,31,68,156,Center-Forward
2024-25,1610612752,28.0,92.0,27,57,0.474,4,11,0.364,11,14,0.786,2,7,9,14,0,0,6,6,69,Guard
2011-12,1610612737,31.0,2127.0,423,931,0.454,125,322,0.388,158,186,0.849,53,168,221,232,48,13,116,75,1129,Guard-Forward
1976-77,1610612756,29.0,1760.0,160,373,0.429,,,,91,126,0.722,111.0,245.0,356,182,23.0,31.0,,170,411,Center
1998-99,1610612750,23.0,1780.0,414,900,0.46,4,14,0.286,145,206,0.704,166,323,489,202,78,83,135,152,977,Forward
1996-97,1610612751,27.0,779.0,167,377,0.443,47,120,0.392,64,77,0.831,21,61,82,149,37,7,67,86,445,Guard
1979-80,1610612759,28.0,212.0,32,96,0.333,0,0,,18,25,0.72,12,28,40,19,10,2,30,43,82,Forward
2009-10,1610612757,23.0,405.0,43,65,0.662,0,0,0.0,18,20,0.9,25,73,98,1,7,16,12,76,104,Forward-Center
1994-95,1610612741,31.0,1270.0,119,287,0.415,10,39,0.256,70,114,0.614,57,82,139,148,58,15,88,125,318,Guard
1959-60,1610612755,27.0,70.0,13,41,0.317,,,,4,8,0.5,,,14,3,,,,7,30,Forward
2019-20,1610612745,30.0,2483.0,672,1514,0.444,299,843,0.355,692,800,0.865,70,376,446,512,125,60,308,227,2335,Guard
2010-11,0,23.0,379.0,60,117,0.513,0,0,0.0,21,31,0.677,31,58,89,12,11,17,14,34,141,Forward-Center
1999-00,1610612754,27.0,2978.0,563,1196,0.471,77,196,0.393,254,307,0.827,42,345,387,320,84,49,188,234,1457,Guard-Forward
