age,education,education level,marital status,Occupation,relationship,race,sex,Investment profit,Investment loss,hours per week,native country,income
53,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,40,United-States,>50K
23,Vocational Associate Degree,11,Never-married,Management and Administrative Occupations,Own-child,White,Female,0,0,36,United-States,<=50K
49,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,50,United-States,>50K
52,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,11th Grade,7,Never-married,Service Occupations,Own-child,White,Female,0,0,20,United-States,<=50K
27,Master's Degree,14,Never-married,Professional Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Professional School,15,Divorced,Professional Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
25,High School Graduate,9,Divorced,Management and Administrative Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,<=50K
54,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
67,High School Graduate,9,Widowed,Service Occupations,Unmarried,White,Male,0,0,40,United-States,<=50K
30,Some College Education,10,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
25,Bachelor's Degree,13,Never-married,Professional Occupations,Own-child,White,Female,0,0,40,United-States,<=50K
44,Professional School,15,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,50,United-States,>50K
45,High School Graduate,9,Separated,Technical and Labor Occupations,Unmarried,Black,Female,0,0,40,United-States,<=50K
53,High School Graduate,9,Married-spouse-absent,Technical and Labor Occupations,Other-relative,White,Female,0,0,35,United-States,<=50K
38,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,>50K
34,7th to 8th Grade,4,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,40,United-States,<=50K
20,High School Graduate,9,Never-married,Service Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,High School Graduate,9,Separated,Management and Administrative Occupations,Own-child,White,Female,0,0,40,United-States,<=50K
51,Bachelor's Degree,13,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,8,United-States,<=50K
68,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
54,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Female,0,0,30,United-States,<=50K
19,High School Graduate,9,Never-married,Technical and Labor Occupations,Other-relative,White,Male,0,0,45,United-States,<=50K
39,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Wife,White,Female,0,0,40,United-States,<=50K
31,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,1977,70,United-States,>50K
46,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
31,Some College Education,10,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,50,United-States,>50K
40,Bachelor's Degree,13,Divorced,Professional Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Some College Education,10,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,40,United-States,>50K
69,Some College Education,10,Widowed,Technical and Labor Occupations,Not-in-family,White,Female,0,0,14,United-States,<=50K
51,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Female,0,0,40,United-States,<=50K
42,5th to 6th Grade,3,Separated,Management and Administrative Occupations,Other-relative,White,Male,0,0,40,El-Salvador,<=50K
46,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
33,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,58,United-States,<=50K
26,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Female,0,0,45,United-States,<=50K
48,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Wife,White,Female,0,1902,46,United-States,>50K
38,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,>50K
34,Academic Associate Degree,12,Never-married,Management and Administrative Occupations,Not-in-family,Asian-Pac-Islander,Female,8614,0,60,United-States,>50K
26,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,2407,0,50,United-States,<=50K
56,Some College Education,10,Widowed,Management and Administrative Occupations,Not-in-family,White,Male,4416,0,60,United-States,<=50K
46,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
22,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,Black,Female,0,0,40,United-States,<=50K
42,10th Grade,6,Widowed,Technical and Labor Occupations,Unmarried,White,Male,0,0,35,United-States,<=50K
27,Bachelor's Degree,13,Never-married,Professional Occupations,Not-in-family,White,Female,4865,0,36,United-States,<=50K
69,11th Grade,7,Married-civ-spouse,Professional Occupations,Husband,Black,Male,0,0,45,United-States,<=50K
39,High School Graduate,9,Divorced,Management and Administrative Occupations,Own-child,White,Male,0,0,42,United-States,<=50K
36,Master's Degree,14,Never-married,Professional Occupations,Not-in-family,Black,Female,0,0,40,United-States,<=50K
27,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,30,United-States,<=50K
51,High School Graduate,9,Never-married,Service Occupations,Not-in-family,Black,Male,0,0,40,Haiti,<=50K
29,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,35,United-States,>50K
39,10th Grade,6,Widowed,Technical and Labor Occupations,Not-in-family,Black,Male,0,1590,40,United-States,<=50K
23,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,30,United-States,<=50K
36,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
33,10th Grade,6,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
46,10th Grade,6,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Some College Education,10,Never-married,Technical and Labor Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Vocational Associate Degree,11,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
57,Academic Associate Degree,12,Married-spouse-absent,Technical and Labor Occupations,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
39,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,1876,40,United-States,<=50K
71,Bachelor's Degree,13,Widowed,Professional Occupations,Unmarried,White,Female,0,0,6,United-States,<=50K
38,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,55,United-States,>50K
25,High School Graduate,9,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,30,United-States,<=50K
52,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
46,10th Grade,6,Divorced,Technical and Labor Occupations,Unmarried,Black,Male,0,0,40,United-States,<=50K
54,Some College Education,10,Married-civ-spouse,Professional Occupations,Husband,White,Male,7688,0,40,United-States,>50K
30,Bachelor's Degree,13,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,>50K
48,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Female,0,0,55,United-States,<=50K
28,Bachelor's Degree,13,Never-married,Technical and Labor Occupations,Own-child,White,Female,0,0,40,United-States,<=50K
63,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
34,High School Graduate,9,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,51,United-States,<=50K
31,Bachelor's Degree,13,Never-married,Professional Occupations,Not-in-family,White,Female,0,0,50,United-States,<=50K
45,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,7298,0,40,United-States,>50K
50,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,50,United-States,>50K
28,11th Grade,7,Married-spouse-absent,Service Occupations,Unmarried,White,Female,0,0,35,United-States,<=50K
31,Some College Education,10,Divorced,Management and Administrative Occupations,Not-in-family,White,Female,0,0,50,United-States,<=50K
37,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,45,United-States,<=50K
51,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Vocational Associate Degree,11,Married-civ-spouse,Management and Administrative Occupations,Wife,White,Female,0,0,35,United-States,<=50K
60,Vocational Associate Degree,11,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,60,United-States,>50K
53,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,40,United-States,>50K
29,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
33,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
77,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,3818,0,14,United-States,<=50K
25,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,60,United-States,<=50K
39,Bachelor's Degree,13,Divorced,Management and Administrative Occupations,Not-in-family,White,Male,0,1762,40,United-States,<=50K
17,10th Grade,6,Never-married,Service Occupations,Own-child,White,Male,0,0,15,United-States,<=50K
40,Some College Education,10,Divorced,Management and Administrative Occupations,Not-in-family,Black,Female,0,0,35,United-States,<=50K
34,High School Graduate,9,Never-married,Technical and Labor Occupations,Unmarried,Black,Male,0,0,30,United-States,<=50K
29,Vocational Associate Degree,11,Married-AF-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,44,United-States,>50K
24,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,60,United-States,<=50K
34,Preschool Education,1,Never-married,Management and Administrative Occupations,Own-child,Black,Female,0,0,25,United-States,<=50K
47,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,55,United-States,<=50K
52,5th to 6th Grade,3,Never-married,Technical and Labor Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,High School Graduate,9,Never-married,Technical and Labor Occupations,Unmarried,White,Male,0,0,40,Mexico,<=50K
49,7th to 8th Grade,4,Married-civ-spouse,Technical and Labor Occupations,Husband,Other,Male,0,0,38,United-States,<=50K
58,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Wife,Black,Female,0,0,55,United-States,<=50K
36,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,Black,Male,0,0,40,United-States,<=50K
52,Professional School,15,Married-civ-spouse,Professional Occupations,Husband,White,Male,99999,0,35,United-States,>50K
29,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,45,United-States,<=50K
40,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,>50K
45,Bachelor's Degree,13,Divorced,Service Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Bachelor's Degree,13,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,60,United-States,>50K
66,10th Grade,6,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,30,United-States,<=50K
33,10th Grade,6,Separated,Service Occupations,Unmarried,White,Female,3418,0,35,United-States,<=50K
20,Some College Education,10,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,16,United-States,<=50K
46,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,3137,0,40,United-States,<=50K
33,1st to 4th Grade,2,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,Mexico,<=50K
32,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,50,United-States,<=50K
42,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Wife,White,Female,0,0,40,United-States,>50K
35,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,45,United-States,<=50K
24,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Academic Associate Degree,12,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
47,Master's Degree,14,Divorced,Management and Administrative Occupations,Unmarried,White,Male,0,0,42,United-States,<=50K
48,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Husband,Asian-Pac-Islander,Male,0,0,65,United-States,<=50K
53,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,1902,48,United-States,>50K
41,Academic Associate Degree,12,Married-civ-spouse,Technical and Labor Occupations,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
21,High School Graduate,9,Married-spouse-absent,Management and Administrative Occupations,Other-relative,White,Female,0,0,60,United-States,<=50K
25,Bachelor's Degree,13,Never-married,Professional Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Master's Degree,14,Married-civ-spouse,Professional Occupations,Wife,White,Female,0,0,40,United-States,<=50K
48,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,65,United-States,<=50K
26,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,55,United-States,<=50K
27,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,40,United-States,<=50K
25,7th to 8th Grade,4,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,Mexico,<=50K
43,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
63,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
37,Professional School,15,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,45,United-States,>50K
47,Some College Education,10,Never-married,Management and Administrative Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Master's Degree,14,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,40,United-States,>50K
31,Some College Education,10,Never-married,Service Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Some College Education,10,Never-married,Professional Occupations,Not-in-family,White,Male,0,0,35,United-States,<=50K
58,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Wife,White,Female,0,0,40,United-States,>50K
51,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,<=50K
43,Some College Education,10,Married-civ-spouse,Professional Occupations,Wife,White,Female,0,0,40,United-States,>50K
48,Some College Education,10,Divorced,Technical and Labor Occupations,Own-child,White,Male,2176,0,40,United-States,<=50K
69,9th Grade,5,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,<=50K
42,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,1977,60,United-States,>50K
47,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,5178,0,40,United-States,>50K
31,Vocational Associate Degree,11,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
25,10th Grade,6,Never-married,Service Occupations,Own-child,White,Female,0,0,24,United-States,<=50K
64,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
40,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,15024,0,50,United-States,>50K
18,11th Grade,7,Never-married,Professional Occupations,Own-child,White,Male,0,0,15,United-States,<=50K
20,Some College Education,10,Never-married,Management and Administrative Occupations,Not-in-family,White,Male,0,0,25,United-States,<=50K
40,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,40,United-States,>50K
36,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Wife,Asian-Pac-Islander,Female,0,0,40,China,>50K
46,High School Graduate,9,Divorced,Management and Administrative Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,9th Grade,5,Divorced,Technical and Labor Occupations,Not-in-family,Black,Male,0,0,40,United-States,<=50K
27,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,Black,Male,0,0,40,United-States,<=50K
24,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Not-in-family,White,Female,0,0,40,Ecuador,<=50K
40,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,45,United-States,<=50K
68,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,15,United-States,<=50K
33,Some College Education,10,Never-married,Service Occupations,Not-in-family,White,Female,0,0,10,United-States,<=50K
39,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,<=50K
52,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,60,United-States,>50K
41,Some College Education,10,Separated,Management and Administrative Occupations,Not-in-family,Black,Female,0,0,40,United-States,<=50K
67,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
47,Some College Education,10,Divorced,Management and Administrative Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Bachelor's Degree,13,Divorced,Professional Occupations,Unmarried,White,Female,5455,0,40,United-States,<=50K
21,Some College Education,10,Never-married,Professional Occupations,Own-child,White,Female,1055,0,32,United-States,<=50K
56,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
30,7th to 8th Grade,4,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,2829,0,40,United-States,<=50K
33,Vocational Associate Degree,11,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,65,United-States,<=50K
26,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
37,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
18,11th Grade,7,Never-married,Service Occupations,Own-child,White,Male,0,0,40,United-States,<=50K
34,High School Graduate,9,Divorced,Technical and Labor Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
54,Master's Degree,14,Divorced,Professional Occupations,Not-in-family,White,Male,0,0,40,United-States,>50K
44,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,1977,45,United-States,>50K
30,Doctoral Degree,16,Never-married,Professional Occupations,Not-in-family,White,Female,0,0,15,United-States,<=50K
69,Master's Degree,14,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,6514,0,40,United-States,>50K
34,11th Grade,7,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,60,United-States,<=50K
49,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,>50K
62,7th to 8th Grade,4,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,91,United-States,<=50K
40,High School Graduate,9,Never-married,Service Occupations,Not-in-family,White,Male,0,0,42,United-States,<=50K
32,Vocational Associate Degree,11,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
25,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Wife,White,Female,0,0,50,United-States,>50K
33,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Male,0,0,55,France,<=50K
30,High School Graduate,9,Married-civ-spouse,Service Occupations,Husband,Black,Male,0,0,40,United-States,<=50K
51,High School Graduate,9,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,40,United-States,<=50K
51,11th Grade,7,Married-civ-spouse,Technical and Labor Occupations,Husband,Black,Male,0,0,40,United-States,<=50K
36,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
37,Academic Associate Degree,12,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,68,United-States,<=50K
34,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,50,United-States,>50K
51,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,30,United-States,<=50K
20,High School Graduate,9,Never-married,Service Occupations,Not-in-family,White,Female,0,0,30,United-States,<=50K
30,High School Graduate,9,Married-civ-spouse,Service Occupations,Wife,White,Female,0,0,72,United-States,<=50K
39,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
29,High School Graduate,9,Separated,Service Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
60,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,7688,0,50,United-States,>50K
40,Some College Education,10,Married-civ-spouse,Service Occupations,Husband,White,Male,7298,0,40,United-States,>50K
29,Some College Education,10,Never-married,Professional Occupations,Not-in-family,White,Female,0,1408,40,United-States,<=50K
35,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,46,United-States,<=50K
52,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,65,United-States,>50K
38,High School Graduate,9,Divorced,Technical and Labor Occupations,Unmarried,White,Male,0,0,40,United-States,<=50K
30,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,62,United-States,<=50K
54,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,50,United-States,<=50K
26,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,3942,0,45,United-States,<=50K
22,Some College Education,10,Never-married,Management and Administrative Occupations,Own-child,White,Female,0,0,40,United-States,<=50K
60,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,50,United-States,>50K
46,Academic Associate Degree,12,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,49,United-States,>50K
42,Some College Education,10,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,50,United-States,>50K
59,Academic Associate Degree,12,Married-civ-spouse,Technical and Labor Occupations,Husband,Black,Male,0,0,40,United-States,<=50K
38,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,>50K
31,High School Graduate,9,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,40,United-States,>50K
44,Bachelor's Degree,13,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,>50K
36,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Husband,White,Male,3103,0,42,United-States,>50K
43,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
30,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Own-child,Asian-Pac-Islander,Male,3411,0,40,United-States,<=50K
51,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
59,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,60,United-States,<=50K
47,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,65,United-States,>50K
40,Master's Degree,14,Never-married,Professional Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,40,United-States,<=50K
34,Academic Associate Degree,12,Married-civ-spouse,Professional Occupations,Wife,White,Female,0,0,25,United-States,>50K
37,11th Grade,7,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,50,United-States,<=50K
57,High School Graduate,9,Divorced,Service Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Bachelor's Degree,13,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,55,United-States,>50K
59,7th to 8th Grade,4,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
35,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,80,United-States,<=50K
25,Bachelor's Degree,13,Never-married,Management and Administrative Occupations,Not-in-family,White,Female,0,0,50,United-States,<=50K
46,9th Grade,5,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,43,United-States,<=50K
17,10th Grade,6,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,594,0,30,United-States,<=50K
55,Bachelor's Degree,13,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,40,United-States,>50K
43,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,7298,0,40,United-States,>50K
34,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
33,Bachelor's Degree,13,Never-married,Professional Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,60,United-States,>50K
26,Bachelor's Degree,13,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,20,United-States,<=50K
56,5th to 6th Grade,3,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,1887,67,United-States,>50K
45,High School Graduate,9,Married-civ-spouse,Service Occupations,Husband,White,Male,0,1902,40,United-States,>50K
57,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,1902,30,United-States,>50K
38,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Wife,White,Female,0,0,40,United-States,>50K
19,Some College Education,10,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,50,United-States,<=50K
43,Bachelor's Degree,13,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,>50K
39,Master's Degree,14,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,Poland,<=50K
39,Some College Education,10,Never-married,Technical and Labor Occupations,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
35,High School Graduate,9,Married-civ-spouse,Service Occupations,Wife,White,Female,0,0,38,United-States,<=50K
32,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,50,United-States,<=50K
35,High School Graduate,9,Never-married,Service Occupations,Unmarried,Black,Female,0,0,40,United-States,<=50K
44,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,>50K
43,Master's Degree,14,Divorced,Professional Occupations,Unmarried,White,Male,0,0,40,United-States,<=50K
39,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Academic Associate Degree,12,Divorced,Management and Administrative Occupations,Unmarried,Asian-Pac-Islander,Male,0,2080,40,Philippines,<=50K
25,High School Graduate,9,Never-married,Management and Administrative Occupations,Own-child,White,Female,0,0,40,United-States,<=50K
76,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,20051,0,50,United-States,>50K
30,Some College Education,10,Divorced,Technical and Labor Occupations,Not-in-family,Black,Male,0,0,40,United-States,<=50K
40,Bachelor's Degree,13,Never-married,Professional Occupations,Unmarried,White,Female,0,0,45,United-States,<=50K
41,Bachelor's Degree,13,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,>50K
